,price,area_total,area_util,quarto,banheiro,vaga,bairro
242,R$ 698.000,93 m² área total,93 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Marajoara
243,R$ 1.930.000,153 m² área total,153 m² área útil,2 Quartos,5 Banheiros,2 Vagas,<span> Vila Nova Conceição
244,R$ 750.000,48 m² área total,48 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
245,R$ 1.100.000,121 m² área total,121 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Romana
246,R$ 477.000,40 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
247,R$ 590.000,49 m² área total,49 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
248,R$ 2.790.000,230 m² área total,230 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Consolação
249,R$ 1.440.000,180 m² área total,110 m² área útil,2 Quartos,4 Banheiros,2 Vagas,<span> Pinheiros
250,R$ 320.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
251,R$ 479.000,100 m² área total,63 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Conceição
252,R$ 380.000,40000 m² área to,70 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Marajoara
253,R$ 445.000,75 m² área total,66 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Mascote
254,R$ 320.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
255,R$ 345.000,60 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Limão
256,R$ 320.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
257,R$ 320.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
258,R$ 460.000,450 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
259,R$ 1.850.000,181 m² área total,181 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Paulista
260,R$ 300.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
261,R$ 480.000,60 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
262,R$ 280.000,25 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
263,R$ 885.000,74 m² área total,74 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardins
264,R$ 295.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
265,R$ 280.000,60 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
266,R$ 850.000,220 m² área total,120 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Brooklin Paulista
267,R$ 1.300.000,143 m² área total,143 m² área útil,3 Quartos,6 Banheiros,3 Vagas,<span> Vila Mascote
268,R$ 820.000,80 m² área total,80 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Romana
269,R$ 290.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
270,R$ 505.000,60 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
271,R$ 165.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Mariana
272,R$ 295.000,75 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Paraíso
273,R$ 2.870.000,193 m² área total,193 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Higien
274,R$ 636.000,41 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
275,R$ 730.000,85 m² área total,72 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Mascote
276,R$ 1.520.000,125 m² área total,125 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Brooklin Paulista
277,R$ 1.289.000,106 m² área total,106 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Pompéia
278,R$ 890.000,106 m² área total,106 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Tatuapé
279,R$ 110.000,60 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Butantã
280,R$ 672.000,141 m² área total,65 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
281,R$ 790.000,104 m² área total,104 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Panamby
282,R$ 320.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
283,R$ 1.000.000,112 m² área total,112 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mascote
284,R$ 230.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
285,R$ 320.000,63 m² área total,63 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jabaquara
286,R$ 540.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
287,R$ 260.000,61 m² área total,61 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Santa Teresa 
288,R$ 1.200.000,137 m² área total,137 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Cidade São Francisco
289,R$ 410.000,55 m² área total,55 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
290,R$ 495.000,60 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
291,R$ 900.000,141 m² área total,141 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Jardim Paulista
292,R$ 600.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
293,R$ 280.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
294,R$ 898.000,94 m² área total,94 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Guarani
295,R$ 445.000,90 m² área total,43 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Itaim Bibi
296,R$ 965.000,120 m² área total,67 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Clementino
297,R$ 285.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Andrade
298,R$ 1.550.000,214 m² área total,123 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
299,R$ 400.000,92 m² área total,92 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Parque Mandaqui
300,R$ 205.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Perdizes
301,R$ 260.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Paraíso
302,R$ 830.000,86 m² área total,86 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila da Saúde
303,R$ 250.000,62 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Nova Cachoeirinha
304,R$ 280.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
305,R$ 505.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
306,R$ 525.000,54 m² área total,54 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Brooklin
307,R$ 950.000,150 m² área total,78 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Cerqueira César
308,R$ 2.650.000,80 m² área total,80 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
309,R$ 320.000,18 m² área total,18 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
310,R$ 420.000,90 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Indian
311,R$ 850.000,84 m² área total,84 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Gumercindo
312,R$ 290.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
313,R$ 850.000,150 m² área total,110 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Mariana
314,R$ 270.000,60 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
315,R$ 1.150.000,174 m² área total,147 m² área útil,4 Quartos,4 Banheiros,2 Vagas,<span> Vila Santa Catarina
316,R$ 780.000,47 m² área total,47 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
317,R$ 1.200.000,67 m² área total,67 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
318,R$ 2.390.000,206 m² área total,206 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
319,R$ 590.000,49 m² área total,49 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
320,R$ 1.600.000,150 m² área total,135 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Campo Belo
321,R$ 1.600.000,360 m² área total,340 m² área útil,4 Quartos,3 Banheiros,4 Vagas,<span> Vila Suzana
322,R$ 1.800.000,138 m² área total,138 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Moema
323,R$ 950.000,122 m² área total,122 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Tatuapé
324,R$ 430.000,74 m² área total,74 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Ester
325,R$ 1.340.000,276 m² área total,162 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Barra Funda
326,R$ 320.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
327,R$ 915.000,121 m² área total,98 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Bosque da Saúde
328,R$ 615.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
329,R$ 850.000,120 m² área total,94 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Vila Guarani
330,R$ 960.000,90 m² área total,90 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Romana
331,R$ 295.000,250 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Higien
332,R$ 400.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
333,R$ 750.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
334,R$ 250.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
335,R$ 350.000,58 m² área total,58 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Butantã
336,R$ 740.000,103 m² área total,78 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Vila Clementino
337,R$ 3.800.000,300 m² área total,220 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
338,R$ 1.380.000,115 m² área total,115 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Perdizes
339,R$ 320.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
340,R$ 650.000,100 m² área total,65 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Perdizes
341,R$ 570.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
342,R$ 280.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
343,R$ 7.200.000,442 m² área total,442 m² área útil,4 Quartos,4 Banheiros,8 Vagas,<span> Perdizes
344,R$ 580.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Leopoldina
345,R$ 305.000,120 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
346,R$ 1.150.000,95 m² área total,95 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Brooklin
347,R$ 440.000,39 m² área total,39 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
348,R$ 390.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
349,R$ 1.270.000,120 m² área total,120 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Vila Gumercindo
350,R$ 340.000,100 m² área total,67 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Butantã
351,R$ 840.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Itaim Bibi
352,R$ 615.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
353,R$ 400.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
354,R$ 348.000,41 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Saúde
355,R$ 420.000,98 m² área total,72 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim dos Prados
356,R$ 685.000,80 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
357,R$ 1.245.000,127 m² área total,127 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Guarani
358,R$ 620.000,114 m² área total,63 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Pompéia
359,R$ 905.000,110 m² área total,110 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Lauzane Paulista
360,R$ 750.000,105 m² área total,105 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Santana
361,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
362,R$ 460.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Imirim
363,R$ 620.000,65 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
364,R$ 1.150.000,107 m² área total,107 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mariana
365,R$ 245.000,70 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
366,R$ 220.000,80 m² área total,23 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
367,R$ 520.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
368,R$ 325.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Ester
369,R$ 285.000,24 m² área total,24 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
370,R$ 360.000,73 m² área total,53 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
371,R$ 440.000,114 m² área total,63 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Barra Funda
372,R$ 410.000,65 m² área total,65 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Regente Feij
373,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
374,R$ 713.000,95 m² área total,48 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pinheiros
375,R$ 230.000,70 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
376,R$ 420.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
377,R$ 765.000,72 m² área total,72 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Saúde
378,R$ 430.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
379,R$ 315.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
380,R$ 265.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
381,R$ 500.000,49 m² área total,49 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Higien
382,R$ 3.065.000,270 m² área total,227 m² área útil,4 Quartos,3 Banheiros,2 Vagas,<span> Bela Vista
383,R$ 1.390.000,125 m² área total,125 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Saúde
384,R$ 1.350.000,61 m² área total,61 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
385,R$ 730.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
386,R$ 560.000,84 m² área total,84 m² área útil,1 Quarto,2 Banheiros,2 Vagas,<span> Paraíso do Morumbi
387,R$ 785.000,75 m² área total,75 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Perdizes
388,R$ 460.000,75 m² área total,75 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Mazzei
389,R$ 295.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
390,R$ 460.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
391,R$ 660.000,56 m² área total,56 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Paulista
392,R$ 295.000,90 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
393,R$ 661.000,86 m² área total,86 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Parque Jabaquara
394,R$ 249.100,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
395,R$ 1.000.000,150 m² área total,95 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Pinheiros
396,R$ 1.060.000,80 m² área total,80 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Jardins
397,R$ 400.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
398,R$ 390.000,54 m² área total,54 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Vermelha
399,R$ 285.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pirituba
400,R$ 2.500.000,160 m² área total,160 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Jardim Paulista
401,R$ 290.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
402,R$ 1.080.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
403,R$ 409.000,67 m² área total,67 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Piqueri
404,R$ 430.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
405,R$ 1.350.000,117 m² área total,117 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Paulista
406,R$ 1.400.000,386 m² área total,330 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Aurora 
407,R$ 350.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Gomes
408,R$ 800.000,60 m² área total,60 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
409,R$ 270.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
410,R$ 4.800.000,440 m² área total,300 m² área útil,5 Quartos,7 Banheiros,5 Vagas,<span> Perdizes
411,R$ 645.000,59 m² área total,59 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Pompéia
412,R$ 880.000,73 m² área total,73 m² área útil,0 Quartos,3 Banheiros,2 Vagas,<span> Vila Olímpia
413,R$ 1.600.000,260 m² área total,150 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Pinheiros
414,R$ 210.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Conjunto Residencial Vista Verde
415,R$ 360.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
416,R$ 265.000,70 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
417,R$ 325.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Sônia
418,R$ 330.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
419,R$ 2.190.000,260 m² área total,150 m² área útil,2 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
420,R$ 460.000,80 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
421,R$ 480.000,66 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Barra Funda
422,R$ 675.000,188 m² área total,70 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Olímpia
423,R$ 385.000,56 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
424,R$ 290.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
425,R$ 725.000,47 m² área total,47 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
426,R$ 2.660.000,327 m² área total,227 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Pacaembu
427,R$ 2.100.000,180 m² área total,180 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Romana
428,R$ 440.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
429,R$ 1.400.000,230 m² área total,170 m² área útil,3 Quartos,1 Banheiro,3 Vagas,<span> Ipiranga
430,R$ 615.000,65 m² área total,65 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
431,R$ 413.000,36 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
432,R$ 2.219.900,320 m² área total,250 m² área útil,5 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
433,R$ 450.000,111 m² área total,63 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Barra Funda
434,R$ 290.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
435,R$ 1.160.000,158 m² área total,158 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Agua Fria
436,R$ 200.000,75 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cidade Monç
437,R$ 415.000,80 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
438,R$ 749.500,86 m² área total,86 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Monumento
439,R$ 900.000,150 m² área total,118 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Santa Cecília
440,R$ 1.425.000,138 m² área total,138 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
441,R$ 300.000,82 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
442,R$ 330.000,70 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Perdizes
443,R$ 410.000,40 m² área total,40 m² área útil,1 Quarto,2 Banheiros,1 Vaga,<span> Brooklin
444,R$ 420.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
